feature_group,test_week,perturbation_type,strength,n_trials,n_masked_features,auc_original,mix_at_k_original,silhouette_original,js_divergence_original,auc_mean,auc_std,auc_min,auc_max,mix_at_k_mean,mix_at_k_std,mix_at_k_min,mix_at_k_max,silhouette_mean,silhouette_std,silhouette_min,silhouette_max,js_divergence_mean,js_divergence_std,js_divergence_min,js_divergence_max,delta_auc_mean,delta_auc_std,delta_auc_min,delta_auc_max,delta_mix_at_k_mean,delta_mix_at_k_std,delta_mix_at_k_min,delta_mix_at_k_max,delta_silhouette_mean,delta_silhouette_std,delta_silhouette_min,delta_silhouette_max,delta_js_divergence_mean,delta_js_divergence_std,delta_js_divergence_min,delta_js_divergence_max
header,2024-09-22_2024-09-28,baseline,0.0,5,0,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.9876596445000001,0.00016873562837806233,0.9874763549999999,0.98787327125,0.08073366666666668,0.0006114094827164146,0.08002333333333334,0.081575,0.17734000835989855,0.0029199316588839,0.17415024750028624,0.18262907431727293,0.09468253612009263,0.00141280240334345,0.09271362629699581,0.09664806911101427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,2024-09-22_2024-09-28,important,0.01,5,1,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.9820053847500002,0.0010553844120598467,0.9802717462500001,0.9831031875,0.08115033333333332,0.0005710812357079993,0.08044333333333334,0.08197,0.16971419679487562,0.002654648259472734,0.16683710166684249,0.1745362085646517,0.09468253601649632,0.001412802403631299,0.09271362619395455,0.0966480690076236,-0.005654259749999913,0.0011106799656511982,-0.007601524999999887,-0.004500746249999965,0.0004166666666666652,6.887186169498789e-05,0.00031666666666665955,0.0005316666666666664,-0.00762581156502295,0.00027360832738985806,-0.00809286575262122,-0.007313145833443752,-1.0359632596212975e-10,1.1460491813249383e-12,-1.0571056530128686e-10,-1.0227507729609897e-10
header,2024-09-22_2024-09-28,important,0.05,5,4,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.956691653,0.004463699532422149,0.9502406237499998,0.963726565,0.08613933333333335,0.00039143837318280186,0.08541666666666667,0.08646666666666666,0.16572659591184669,0.005218641642845249,0.15633430460727304,0.1717028164776793,0.26662097628643766,0.12725765750543822,0.013031963510898484,0.3388858364828272,-0.03096799149999998,0.004595252541836273,-0.037604481250000155,-0.02377299249999998,0.0054056666666666645,0.00036401556743267553,0.004868333333333336,0.006011666666666665,-0.01161341244805188,0.004507701048009933,-0.020454634462760884,-0.008501871051393078,0.17193844016634507,0.12691730475246446,-0.08111527011369712,0.2448848789009171
header,2024-09-22_2024-09-28,important,0.1,5,8,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.8803763877499999,0.045592552706430645,0.7998008575000001,0.92559230375,0.092497,0.0032414441911661003,0.08876,0.09835833333333334,0.162690006675881,0.004885011509463522,0.15666860308023034,0.17049539159609822,0.26297390637847645,0.06801734479647226,0.12922721618050936,0.3151188504497544,-0.10728325674999997,0.045676879705420836,-0.18807241374999994,-0.06188405124999985,0.011763333333333334,0.00302637553665914,0.00873666666666667,0.01731833333333334,-0.014650001684017594,0.0056106829151180496,-0.018676833157173944,-0.0036548559041880146,0.16829137025838378,0.06716742729346599,0.03651358988351355,0.22111789286784428
header,2024-09-22_2024-09-28,random,0.01,100,1,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.9871428475125001,0.0014247656979242838,0.98056941625,0.98787539875,0.08086453333333334,0.000848933352965813,0.07976833333333333,0.08495833333333333,0.17760008259986956,0.003309871034074148,0.16881840959087102,0.1853494500467307,0.09374515379325908,0.008072164806510547,0.015178379588760204,0.0966496929033253,-0.0005167969874999767,0.0014008020672724457,-0.0069301412499999104,4.048499999997901e-05,0.00013086666666666552,0.0005758586091895972,-0.0006133333333333407,0.003918333333333329,0.00026007423997102233,0.0015055595318227647,-0.005331837909415216,0.0038170364014427915,-0.0009373823268335384,0.007743703985141282,-0.07753524670823561,9.06319994648519e-05
header,2024-09-22_2024-09-28,random,0.05,100,4,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.9848609618499999,0.003574232181599162,0.9691285675,0.9878526449999999,0.08110981666666665,0.0009149917696958322,0.07945666666666666,0.085255,0.17784237004436443,0.004172269438301807,0.1657386564550479,0.1884641259745603,0.09360394893725564,0.02926550252148765,0.014867215240016855,0.3401900122435614,-0.0027986826499999595,0.003575745752647022,-0.018744703750000036,2.003750000001414e-05,0.00037614999999999914,0.000753153949697168,-0.0005666666666666736,0.004256666666666659,0.0005023616844658321,0.00325909221174454,-0.008411591045238337,0.008119124592207927,-0.0010785871828369843,0.02900217827607117,-0.08084800047432918,0.24354194313254712
header,2024-09-22_2024-09-28,random,0.1,100,8,0.98787327125,0.08002333333333334,0.18262907431727293,0.09664806911101427,0.9808142238499998,0.005212529350444496,0.95975240625,0.98781534,0.08212861666666667,0.001711162682294637,0.07959666666666666,0.08771666666666667,0.17832870954624425,0.0067539052461902125,0.16610438641937028,0.19215793735821987,0.09297886518464438,0.05780478622256157,0.004669444777037995,0.32211467407507544,-0.0068454206499999615,0.005221321603245141,-0.028120864999999995,0.0003389850000001804,0.0013949499999999988,0.0015576490557353835,-0.0007183333333333347,0.006676666666666664,0.0009887011863456625,0.005450341621483527,-0.013262454838958132,0.013453986367831822,-0.0017036709354482516,0.05778226796559591,-0.0903300275395731,0.22940104777807963
header,2024-09-29_2024-10-05,baseline,0.0,5,0,0.987961945,0.07958,0.2011402302070201,0.09612877914319104,0.9886017087500001,0.0003726795114882434,0.987961945,0.98899427625,0.07817333333333334,0.0010394106235961035,0.07674833333333334,0.07958,0.201455680866156,0.0016661423969379456,0.1993911886368152,0.20449725594192683,0.09704258385742037,0.0008884280182130116,0.09612877914319104,0.09869504455689923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
header,2024-09-29_2024-10-05,important,0.01,5,1,0.987961945,0.07958,0.2011402302070201,0.09612877914319104,0.98090768875,0.0009939202170185413,0.9792358925000001,0.9819578037500002,0.07877700000000001,0.000987387349411454,0.07735666666666667,0.08012666666666667,0.19351508019171354,0.0018192420923946362,0.19125325721194628,0.1967228844293262,0.0970425837462989,0.0008884280190227666,0.09612877903146703,0.09869504444714366,-0.007694019999999924,0.0006704520524654212,-0.008726052499999915,-0.006993929999999704,0.0006036666666666662,9.885117882734192e-05,0.00045333333333333337,0.0007399999999999907,-0.007940600674442477,0.0003400736605716277,-0.008514011722581455,-0.00762937441585429,-1.1112147868530542e-10,1.0529821190998419e-12,-1.1277133393772232e-10,-1.0975556574699397e-10
header,2024-09-29_2024-10-05,important,0.05,5,4,0.987961945,0.07958,0.2011402302070201,0.09612877914319104,0.9551598270000001,0.003998602997400887,0.9482766275000001,0.960152275,0.08595566666666668,0.000823098212041955,0.08479333333333333,0.08732833333333333,0.19079923646071562,0.004665187665397405,0.1826028400838767,0.19626806782994935,0.10982081482807675,0.06006922988204794,0.0018773607628732552,0.18754889993479223,-0.03344188174999996,0.004117520080086023,-0.040717648749999946,-0.02843826125000004,0.007782333333333333,0.00039815491122593575,0.007190000000000002,0.008355000000000001,-0.010656444405440385,0.005859367932987737,-0.02189441585805013,-0.005012453027938152,0.012778230970656381,0.05989707149191969,-0.09459050754337846,0.09072452157057304
